,Name,Major,Gender,Year,Transfer,Sentiment,Text,GEN,ATMD,REC,BACK,EXMP,PREP,PROF,COMM,PEER,RAC,GENERAL,STERM,PEERS,EXPM,IMP
82,Buttercup,MechE,male,Not Specified,Not Specified,NEU," I took...it was Arts and Humanities, it was like Race, Science, and Society. 
",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83,Buttercup,MechE,male,Not Specified,Not Specified,POS," Yeah. It was nice, where it like indicated how the idea of race, not ethnicity but race as a very...it's a social thing, but then how it affects or how much it affects science and like scientific research, and like how that affects society. So, it links all these ideas together. 
",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
84,Buttercup,MechE,male,Not Specified,Not Specified,POS," There are a lot of women in the engineering department, and that's amazing to me, or at least on the preliminary with Dr. Spence, even though she's leaving and Prof. G. [Jamie Gurganus], and the dean. 
",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
85,Gabby,ChemE,female,Junior,No,POS," I like how the Chem. E. department is relatively small, so, you do kind of, like, you don't feel, it's harder to feel lost and you get like that community feel, I think that's important.  
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
86,Sapphire,MechE,female,Sophomore,No,POS," Yeah, they're like really even email you if, like, back with your a question, or like, ""Hey, email me over the weekends."" Like, and some are more accommodating than others, but in general, they're really accommodating.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
87,Gabby,ChemE,female,Junior,No,NEG," I just feel like, I've actually talked about this with other people too, and I feel like for some of the major courses, there isn't much support for people who don't, like, understand things as well. And so, like, there have been courses that I've struggled with and so maybe, like, you don't wanna study with the...you're kind of embarrassed to study with people who understand it like really, really well. Because you’re like, ""Ugh, I don't want them to think I'm stupid."" But if you study with, you know, people who also like don't have the level of understanding you do, then you're not like, you know, getting that much help.  
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
88,Gabby,ChemE,female,Junior,No,NEG," And also, like, there had been classes when, like last semester, I took a thermodynamics course and I just, like, I thought it was really hard and so, sometimes, I was just like embarrassed to go the office hours because I was like, you know, I don't wanna...because they're all like senior TAs, so I was like, I don't want them to know, like, think I don't know what I'm doing. And so, I just feel like there just needs to be more support systems in place, especially for the upper level coursework where you can really get into like junior and senior year and things can get really confusing and yeah, I feel like I'm fortunate because I have friends from CWIT who I can just like reach out to and study with, but I think a lot of students don't have that and there needs to be something. And I think that's why a lot of people end up dropping it, you know, because they don't have that help, so... 
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
89,Sapphire,MechE,female,Sophomore,No,NEU," Yeah, I always feel like for upper level, I think they do a pretty good job, like, your first years, because like, the chemistry department is so supportive, like, you know, that's a really hard class but like, you got tutoring, you got so many different like, so many different options for tutoring. And I think, I feel like TAs like stop TA-ing your classes, like, junior, senior year, I don't think you have TAs. So, in terms of like the support for like tutoring or just being, like, okay, I think that's something that could be improved. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
90,Gabby,ChemE,female,Junior,No,NEG," Yeah, it's just like very hard to find tutoring sometimes to…like even the athletic department, they'll offer tutoring for classes but never for like for engineering courses, after you pass like first year and a half or so, and I've tried to find like other ways to get tutoring but, you know, it's hard. So, I think there needs to be some system in place. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
91,Sapphire,MechE,female,Sophomore,No,NEU," Okay. So, and that's when you kind of get into just like, okay, does there have to be an actual like program that I go to, or do I take my own initiative to find stuff? So, like there are programs, like CWIT for example, great resource for tutoring, and reaching out too. Or Mech. E. has like a departmental scholarship called SSTEM, and they have tutoring through there. And then you also like, you have your professors' office hours. And sometimes if it's like, it’s a personal thing of like, ""Oh, they're gonna like look down on me for not knowing or whatever."" I've been there and done that but I'm like I really…so I'm getting better here by myself. So, I just like kind of put that to the side and be like, ""Hey, I'm going to ask for help."" But in terms of like actual structured, like tutoring, kind of like the Chem. Tutorial Center, that doesn't exist. But there is support, but I think you're mentioning like it would be helpful if it was more like structured support, like, have resources, like you have like a website, be like, ""Hey, I need help with this area."" Like, these are times this is open, people are in there and they can help you. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
92,Gabby,ChemE,female,Junior,No,NEU," Yeah. Or even like just a mentoring program, like maybe some of the people who have already gone through it and are in their senior year can volunteer, like tutor to juniors because actually, that's what...when I took my first Chem. E. class sophomore year, I actually reached out to a current junior. I was like, ""Hey, can you like help me out and tutor me?"" And we have like regular tutoring sessions and I ended up doing okay because he helped me out. So, you know, I think there should be something like that. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
93,Red,ChemE,female,Sophomore,Not Specified,POS," I was thinking, I don't know, I really like panels, having people who have gone through an experience come and share their experience. So, I don't know, getting like a bunch of juniors or seniors and getting them to talk to, you know, the lower class. I think that could be super helpful and inspiring. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
94,Sapphire,MechE,female,Sophomore,No,POS," We'll have that when, like, it's Engineers’ Week or something, but in terms of like, hey, like, maybe if they could do like programs a couple times a month. I mean because at CWIT... 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
95,Sapphire,MechE,female,Sophomore,No,POS," So, that's like our kind of program, like, we'll have like networking events and we'll have like other panels but like in terms of like the department as a whole, that'd be kinda cool. Or at least in terms of like, oh, like, having the professors like open their labs and be like, ""Hey, this day, this lab is open, come ask me questions."" That would be really cool, actually, that would be really, really cool. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
96,Sapphire,MechE,female,Sophomore,No,POS," That is like on like a more neutral setting rather than like, “I need help with this” or, “I don't know you but I'm gonna just come knock on your door,” like we can meet in a more neutral spot. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
97,Red,ChemE,female,Sophomore,Not Specified,NEG," I think that question where you asked, what would you like really, really like or not change at all. I think just take the opposite of that question, what you would want to change. I don't know, but me personally, I have been struggling a lot with the exams and it's like, with these introductory courses, like, no matter how hard you study, no matter how much, how well you know the material, it's just super hard. And I know a couple of people also who have just like, exams, and just, it’s a flop for them. So, honestly, I still haven't come to the like bottom line or what the solution is to all this, but I don't know, it's just it's such a huge problem for me and like a bunch of people. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
98,Sapphire,MechE,female,Sophomore,No,NEG," Like, at least maybe like the timing also is like a really big challenge, to do everything in an hour. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
99,Gabby,ChemE,female,Junior,No,NEG," Oh, yeah, I had trouble with that, too. (on getting things done on time in one hour exams)
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
100,Sapphire,MechE,female,Sophomore,No,NEG," Because it's just like, at least from an engineering perspective, okay, not even like other majors but like, from an engineering perspective, like, hey, in real life, you're gonna be working with a team and you're going to have at least more than an hour to work on your project, at least. And so, just like, I know that material has to be learned, I know it's one of the ways they can test the material like that, like that’s a good way but it’s just like, it's so crunchy and like, it may not be like you may know the material down but like the timing, like, you missed something little, where if you had two hours to do or something, like, you can go back over and check your work. And like, ""Oh, yeah,"" like, or kind of like just, it gives you…  
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
101,Sapphire,MechE,female,Sophomore,No,NEG," So for example, my CAD exam is like SolidWorks. We got projects for the homework, I spent at least four hours in every project, like just learning…and like, which is fine, but like, for the exam, we had an hour and a half and we had three things to do, which could have easily took an hour a piece to do, but we had three things to do, all worth like 35...and you couldn't do the other two parts without doing the prior part. So, that's what was difficult. So, you're spending all your time making this part but then you still have to do the assembly and you still have to do the drawing. And those are two-thirds of your points, so you can't get those two-thirds of your points unless you finish this piece. So, I did not do well in that exam, I did well on the lecture exam, but yeah, that's just something, so…  
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
102,Sapphire,MechE,female,Sophomore,No,POS," In order to... Yeah, in order to adapt to other people's learning styles. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
103,Maria,InfoS,female,Not Specified,Yes,NEG," So lots of times with IS, you think that you're not good with programming or math, and that maybe you're not as good as a computer science student. But it's...I don't know, like, say anything on that, but that's probably the biggest assumption there is for IS. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
104,Marie,CompE,female,Sophomore,Yes,NEU," I guess the biggest assumption is that computer science is mostly for guys, even though a lot of people don't know this, but the history of computer science starts with the first female programmers. So yeah.  
",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
105,Laura,MechE,female,Senior,No,NEG," I'd say, as far as stereotypes go, it'd probably be like a car guy or an HVAC guy. I feel like you've heard that before. 
",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
106,Marie,CompE,female,Sophomore,Yes,NEG," It's just that it's very difficult for women to pursue, and it's not just that. It requires a lot of, I guess, just independent thinking, but a lot of people don't actually think too much about the teamwork that's involved and the diversity in it. So yeah. 
",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
107,Marie,CompE,female,Sophomore,Yes,NEG," I don't have any female friends in my major. So yeah. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,Marie,CompE,female,Sophomore,Yes,POS," So yeah. When I...before I transferred here... I don't think I've seen any other girls in my computer science classes, until I came here, surprisingly. So yeah, and now I met you and you. So yeah.  
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109,Marie,CompE,female,Sophomore,Yes,NEG," I think of just quiet people. I don't really see a lot of teamwork projects involved, and it's mostly just independent thinking and just being quiet with a lot of the projects that go on. So there's not a lot of interaction, befriending people, unless you do have the time to go to clubs. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
110,Laura,MechE,female,Senior,No,NEU," Obviously people are gonna be a little more math-oriented at being engineering, but I guess for MechE, specifically, people tend to be more kind of loud and hands-on. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
111,Laura,MechE,female,Senior,No,NEU," Personally, in the more math-heavy classes as supposed to the construction-heavy classes. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
112,Jessica,CompS,female,Not Specified,Yes,POS," Yeah, I don't think it'll be a problem with me fitting in. I think, like... I feel like I can bring something to any group of people that I'm around. So, like, I feel like a part of cohesion is just being a team player and bringing something to the table, and I think that people naturally kind of respond to me, and I naturally respond to other people. So I don't really foresee it being any problem. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
113,Maria,InfoS,female,Not Specified,Yes,POS," Yeah, I'd say, personality-wise, I think you have to be able, with IS majors, to be really talkative, and I feel like that's kind of a good thing to have because we're also really tech-y, but we like to talk too, you know, just to get our point across. That's kind of like...most of our major is kind of business-oriented. So you get a little bit. So you have to be able to communicate effectively, and I think that's something that...If you don't know how to communicate effectively, which everyone's different...So everyone...There's no right or wrong to it. Just the attempt of trying to communicate is very important for IS.  
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
114,Maria,InfoS,female,Not Specified,Yes,NEU," For IS, the faculty, I feel like, are lots of part-time workers who have their professional jobs, and they kind of teach part-time. So we have lots of night classes and go to class at night, and that's kind of the atmosphere. 
",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
115,Laura,MechE,female,Senior,No,NEG," I think there's definitely a sink-or-swim mentality. A lot of the time, it's kind of like you're gonna be set these challenges, and basically if you don't make them, that's on you. 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
116,Laura,MechE,female,Senior,No,POS," MechE has a shining star. So Dr. Sanchez. I feel like she shares my values and things that are important to me and makes me feel like this is an appropriate place for someone who thinks like me to be. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
117,Maria,InfoS,female,Not Specified,Yes,POS," I would say a lot of people in the CWIT department, like Dr. Susan Martin, Dr. Ireland, and Cindy, and just seeing that, you know, it's not...There's more to the navigation of the professional career world, that I wouldn't have seen otherwise, and I thought that was really, you know, impactful. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
118,Jessica,CompS,female,Not Specified,Yes,POS," I would say, for me, like, I haven't met many people here, but definitely you and Cindy, but specifically you because I identify with you because I was surprised to see a young black female in the position of doctor. Then like the whole CWIT program. To me, it's really like orchestrated for everybody's success, which is surprising because it's not beneficial for the university. It really benefits the student itself. So I'm excited about that. So say again? 
",True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
119,Maria,InfoS,female,Not Specified,Yes,POS," I think all of my IS professors have been like a role model, short-term, but then sometimes you connect with others because either they're, you know, our race or gender. I guess one would be Mr. Shuja. He’s, I don't know what race, specifically, but he's kind of doing the same career, like, working for the same company, and we're both really interested in networking. So we kind of shared just that passion of the field, and it was just interesting to see a connection that they also have the same career path that I was gonna have. 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
120,Laura,MechE,female,Senior,No,POS," I've noticed the women tend to either pair off or group off. So you'll have one or two close female friends who will help you out, and then...I think peers are generally supportive. Obviously there are gonna be people you're not gonna get along with, but it’s usually pretty good. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
121,Marie,CompE,female,Sophomore,Yes,POS," Yeah. So I feel like student orgs have been pretty supportive, especially like the robotics clubs, the engineering clubs. Gender isn't really that big of an issue. I've worked with a lot of guys here, just on side projects, and it's been a really helpful experience, especially while I'm still trying to explore my major some more.  
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
122,Laura,MechE,female,Senior,No,NEG," Not having some of the physical skills...Like, we've needed to weld for my capstone project, and I don't know any women who came into college knowing how to weld. Whereas some of the guys have been working on cars their whole life. So kind of having a more similar, concrete experience with someone, so that they get what you're going through. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
123,Marie,CompE,female,Sophomore,Yes,NEG," I've actually never seen that kind of situation happen because I'm not really afraid to just approach guys, but I do notice that there are girls who do shy away from just approaching other people within their STEM major. So yeah. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
124,Jessica,CompS,female,Not Specified,Yes,NEU," I think people pair off based on their personality, like, whomever they feel the most comfortable with, like, have the most in common with and share mutual interests. Usually if your personalities merge, you'll work on tasks together. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125,Maria,InfoS,female,Not Specified,Yes,NEG," They'll talk about an internship they've had, or they talk about a job they had, and they'll talk about a project they worked on and kind of... 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
126,Maria,InfoS,female,Not Specified,Yes,NEU," I think when they do it in terms of putting another person...Like, not putting the other person down, but like not also trying to help them. You know? If they didn't have a programming language, and maybe they need it for the project they're working on, why not use it? Just for general purposes. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
127,Maria,InfoS,female,Not Specified,Yes,NEG," I've had a couple professors who kind of rewarded it, but mostly they're kind of rolling their eyes along with everyone else. 
",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
128,Laura,MechE,female,Senior,No,NEG," The only thing that comes to mind was we had a professor who was trying to explain something and used the example of strong boys and small girls. 
",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
129,Jessica,CompS,female,Not Specified,Yes,NEG," Yes, ma'am. It just seems to be that... It's not like a personal experience of mine, but there's an individual in the class that requires an assistant, and every time she has to interact with him or her and the assistant, it seems to be like she's quite frustrated and doesn't want to do extra things. Like, if she plays a video, she got frustrated that she had to display the words, and she didn't know how to deal with it. So she said, ""We'll just turn it off,"" but it's been on a couple occasions, and my heart kind of just went out to him or her.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
130,Jessica,CompS,female,Not Specified,Yes,NEG," Then secondly, one time, one of my professors... I was giving a presentation, and I mentioned one of the individuals that I was presenting on was, in fact, homosexual. The professor's response was, ""Well, why didn't you give the individual's mentor's sexual preference? Because the mentor had that same issue."" I'm like, ""It's not an issue,"" and then he or she said, in a very kind of funny way, ""I think it's LGBTQ,"" but it was kind of elongated to make it seem like it was technical and complicated. 
",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
131,Maria,InfoS,female,Not Specified,Yes,NEG," I would say also, to add to that, like, we're learning very technical field. So sometimes professors may get a little upset that we don't know a certain technical thing, or they might... 
",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
132,Maria,InfoS,female,Not Specified,Yes,NEG," Yeah. Okay. They might get mad at the students or...because they're frustrated because they're also doing...It's hard work on them too, I guess. So I guess that's probably the thing I've seen. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
133,Maria,InfoS,female,Not Specified,Yes,NEG," And just kind of overloaded, like, I guess, maybe they didn't have enough teachers, or they don't...or too much work. But they just seem angry and frustrated. I won't say who, but there's one professor who was just kind of like, ""I can't do this anymore,"" when I was trying to go for help. Yeah.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
134,Marie,CompE,female,Sophomore,Yes,NEG," I guess this kind of stems off of having prior knowledge to some courses, just like you mentioned. I noticed that for some of my intro classes here and at my previous college, even though the syllabi didn't explicitly say it's good to know this beforehand, I have encountered professors that would kind of mock us for not having the prior knowledge. 
",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
135,Marie,CompE,female,Sophomore,Yes,NEG,"  So for example, in my current engineering class, the majority of the students aren't even computer engineers, but the professor...He kind of expected us to know some C language beforehand, just for a particular project, and the...I'm guessing that the majority of the students were pretty frustrated with that, since no one came with any programming experience or took any computer science classes beforehand. Yeah. 
",False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
136,Marie,CompE,female,Sophomore,Yes,NEG," I feel like the orientation didn't help me transition here because, for many, many weeks, I still felt like an alien. I had no idea how to navigate the myUMBC website. I had trouble registering for classes, transferring my credits over, getting to know my peers, the clubs, just everything about UMBC. It was hard to get to know everything when it wasn't really covered in the orientation. 
",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
137,Laura,MechE,female,Senior,No,NEG," I've been doing my capstone project this semester, and there is an older male student in my group, and a couple of other students, and I've been the one who's the most engaged and asking questions. It took about two months for my professor to start making eye contact with me when he was speaking to our group. 
",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
138,Laura,MechE,female,Senior,No,POS," It was bad enough that all four members of my group noticed, individually. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
139,Marie,CompE,female,Sophomore,Yes,NEG," For my engineering class, when we started to form groups for one project, I immediately tried to jump in for the leadership role, but then since everyone else in my group were guys, and I was the only female, it felt like I seemed pretty naggy to them, and no one wanted to listen to me. So then one of the other members from my group just jumped in and took the leadership position. Then everything else just started falling in place for our project. So I kind of fell back as just a regular member. Yeah. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140,Marie,CompE,female,Sophomore,Yes,NEG," I don't think so. I was trying to be laid back, actually, just to get to know everyone else in my group, and I thought that, like...I thought it would be a fun experience for me to be the leader because I had some prior experience to competitions, and I thought that I could help contribute to the team in some way. But then when one of the members did step up and take the leadership position, I kind of just fell back into performing one task only, instead of...So this one task that I was assigned to do, it was just mainly focused on computers, but I wanted to be in charge of the computer and engineering aspects of the project, but it felt like no one really wanted me to take on everything like that. So yeah. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
141,Laura,MechE,female,Senior,No,NEG," So we...My whole department, actually, I think last summer, received an email from, I think, somebody who had graduated. We never really heard back about this incident, but it was somebody who had been in a group with a woman, who he called out by name and basically said that she had been awful and abusive and bitchy and whatever, and nobody should ever work with her, and she's awful. We never really heard back about that. 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
142,Laura,MechE,female,Senior,No,NEG," As somebody who's tried to take leadership roles in projects before, it's kind of...You know, I guess I could end up with my name emailed to my entire department. It’s a little scary. 
",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
143,Maria,InfoS,female,Not Specified,Yes,NEG," I just want to comment because I kind of felt that same way in group projects too, like, because most of the times, we'd get guys in all group projects, and you'll be like the only girl. Maybe you and another girl, and we just automatically assume that we're not gonna get the programming role, or, you know, we're not as smart as they are maybe because they have job experience or... 
",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
144,Maria,InfoS,female,Not Specified,Yes,NEG," I mean I just really didn't see that many Spanish people in my classes. So I think that's kind of, like, you know...Maybe that's something that no one says, that there’s not that many Spanish people in IS, an unspoken thing. 
",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
145,Maria,InfoS,female,Not Specified,Yes,NEG," Yeah, it's an unspoken thing, kind of like a bias that I see that if you just look around, there's not that many Spanish people, especially women, studying IS. 
",True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
146,Marie,CompE,female,Sophomore,Yes,NEU,"  I really want to, but I'm not sure. I have been exploring the engineering clubs here, and it's kind of similar to my previous institution, in that it's mostly guys who are in charge of those clubs. I'd like to step in and be an officer, hopefully, for one of those clubs, but I'm not exactly sure what it takes to get those positions. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Maria,InfoS,female,Not Specified,Yes,NEU," I guess, for me, I was part of a club for ISCOM, and that had taken like a little bit of a leadership role. I don't think it's hard to get a leadership role, but I think it may not be something that people assume or it’s kind of given towards. You kind of have to really work or kind of really compete for it a little bit harder than men do, I think. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Maria,InfoS,female,Not Specified,Yes,NEG," I don't know if it's like the need to always want to be...like, lead someone in the right way, and then when you have to confront someone, it's kind of, there’s a little bit of a struggle there for women. I don't know. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Jessica,CompS,female,Not Specified,Yes,NEU," I mean I personally think I'm a natural leader. So me leading a group isn't really a challenge. I think for me, because I'm just entering the program, my challenge would be feeling like I'm proficient enough to actually lead a group of people. But leadership...I'm looking forward to being a leader within computer science, only because women are so underrepresented, minority women, and LGBTQ is underrepresented. So I'm kind of excited about it. 
",True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
150,Marie,CompE,female,Sophomore,Yes,NEG," Just another thing I want to add about leadership. I feel like it's hard for women to kind of take a leadership position in a group where it's mostly used to guys being involved, and I feel like if you...If you're a girl who does something revolutionary or something innovative, then you kind of...You're kind of like...I guess you're more noticed for what you're doing, instead of just trying to take a leadership position in an organization that's already male-dominated. So yeah. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,Jessica,CompS,female,Not Specified,Yes,POS," I personally picked computer science only because I felt like it was less judgmental, in regards to LGBTQ, and because it's a huge focus on LGBTQ and underrepresented people. So I was just like, ""This is just so fitting for me because the opportunity is there, and they realized that if we don't get more females in computer science here in the states, that all the jobs will go overseas. So it's really like a great time for women in the tech field. So that's personally why I chose it. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,Laura,MechE,female,Senior,No,NEG," We had one professor who made the comment several times, ""This is engineering school, not community college,"" in regards to the amount of effort students needed to put in. So that was a no, but a lot of...There have been, yeah, some good professors and some bad, in that respect.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
153,Maria,InfoS,female,Not Specified,Yes,NEG," Yeah, I'd say the first freshman or the first incoming classes you take as a transfer freshman student are kind of not as welcoming, just because they're trying to, you know, get the best. 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
154,Maria,InfoS,female,Not Specified,Yes,NEG," Get the best students. Like, the saying is like they're trying to weed people out. 
",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
155,Marie,CompE,female,Sophomore,Yes,NEU," I guess, for the most part, yes, except during times when the professor does favor people with prior experience. So yeah.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
156,Laura,MechE,female,Senior,No,NEG," Classes that are project-based are really challenging, a lot of the time, because of manufacturing capability. So if your daddy has a machine shop, then you can make your project, and if he doesn't, then you kind of can't. That's been a challenge. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
157,Jessica,CompS,female,Not Specified,Yes,POS," I most certainly do because it kind of just laid out the format as to how things have been done, in regards to gender, previously, and how things are being done now. So it almost gives you like a format as to what to expect, and then also to know your personal rights, as being a female.  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Maria,InfoS,female,Not Specified,Yes,NEG," My professor just stated the fact that women aren't in technology, and then he listed the races, and then when he said Spanish people aren't that...There are not that many Spanish people in technology. He looked at me, and then that was that. He just kind of listed the facts and went on and said, “Okay.” 
",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
159,Maria,InfoS,female,Not Specified,Yes,NEG," Yeah, he was saying statistics. He was doing a lecture, and he just read off all the statistics.  
",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
160,Laura,MechE,female,Senior,No,NEU," I think it's there if you seek it out. For example, I'm interested in this, and I came to this focus group today, but I'm sure that you could get through the four or five years of the major without it really coming up. We were kind of hopeful it would come up in the ethics class, and it very much didn't. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
161,Maria,InfoS,female,Not Specified,Yes,NEG," Personally, when I told my family I'm doing this, it's kind of like, you know, ""You shouldn't be doing it. It's boring."" 
",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
162,Laura,MechE,female,Senior,No,NEG," So the first one is that I've noticed that I think women tend to have higher expectations or higher requirements for staying than men do. So if you're not kind of at the top of the class, you'll think you're not good enough. Then the other thing is just harassment. I know something I've struggled with a lot over the past year is, ""Do I want to go into this industry and be surrounded by dudes for the rest of my life?"" Actually it didn't kind of come up for any of the other questions. I was stalked by a fellow student at one point, and then that caused a whole bunch of social issues. So if you're gonna be experiencing that in your career, it's very easy to be forced out.  
",True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
163,Jessica,CompS,female,Not Specified,Yes,NEG," Sure. Absolutely. So I believe that women are underrepresented because...I think it starts usually at home. Usually I think that women play a role in the household, and I think that kind of rolls over into their career sometimes. It's more like female-appropriate, if you will, careers, and then it's more like male-appropriate careers. For some reason, technology seems to be more male-based than female-based. I think that women usually stray from anything technology. If you're putting together a shelf, usually women don't want to do that, or fixing a car. Usually men do that. So I think for that reason alone, possibly. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,Maria,InfoS,female,Not Specified,Yes,NEU," I would say yes, but I would also say you have to find that support. It's not just gonna come just because you're in the same class or just because you say, ""Want to start a study group?"" And then nothing happens. You have to really look and see who's asking questions, who's not asking questions, who has all the notes. Also, being a...sharing your notes if you have someone that you know is struggling with them. Try and help them. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,Marie,CompE,female,Sophomore,Yes,NEG," Because I noticed that guys...They do like to interact with each other in my class, and they're open to just forming study groups, but I noticed that no one really approaches me. So I haven't really had the courage to approach anyone yet because I haven't made any acquaintances. So I just study alone.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
166,Laura,MechE,female,Senior,No,NEU," I'd say the groups tend to focus on one or two people that are kind of getting it. So everybody knows who they are. They'll attract a group of people and kind of do kind of studying, kind of tutoring.  
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
167,Jessica,CompS,female,Not Specified,Yes,NEU," I just hang around people that's like way smarter than me. I figure like... 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
168,Maria,InfoS,female,Not Specified,Yes,NEU," For the overall UMBC community, I think CWIT could have a stronger presence. It already has a strong presence. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
169,Maria,InfoS,female,Not Specified,Yes,POS," Oh, I really like the workshops that you guys do. I think that helps people who aren't in the program and just reaching out and just talking to students about the program. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
170,Marie,CompE,female,Sophomore,Yes,NEU," I feel like I haven't heard that much about CWIT and SWE here than I have with IEEE and ACM and all of these other male-dominated clubs. I feel like it would be nice if all of those science organizations somehow collaborate with each other and host large events together that includes, like, all STEM majors and people outside of that major. But other than that, I usually see people just make their own small groups and kind of distance themselves away from other people. Yeah. 
",False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
171,Laura,MechE,female,Senior,No,NEU," I would suggest some mentorship between older and younger students. I kind of didn't realize I was lacking as a younger student, but I think that at this point, I would have a lot to offer a young woman entering the major. 
",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
